Book_ID	ISBN	Book-Title	Book-Author	Year-Of-Publication	Publisher
16697	0394547039	The Toynbee Convector	Ray Bradbury	1988	Random House Inc
16698	0590050435	Yikes!!!	Robert Florczak	2003	Blue Sky Press
16699	0060286903	Mrs. Biddlebox (Golden Kite Awards)	Linda Smith	2002	HarperCollins
16700	0786866691	Latina Beauty	Christy Haubegger	2000	Hyperion Press
16701	0646250655	Chopper 5: Pulp faction : revenge of the rabbit kisser and other jailhouse stories	Mark Brandon Read	1995	Distributed by G. Allen
16702	089879997X	Too Lazy to Work Too Nervous to Steal: How to Have a Great Life As a Freelance Writer	John Clausen	2001	Writer's Digest Books
16703	0394710355	Into That Darkness: An Examination of Conscience	Gitta Sereny	1983	Alfred A. Knopf
16704	0310221374	Seasons Under Heaven	Beverly Lahaye	1999	Zondervan Publishing Company
16705	0670891878	Lines in the sand	Anne Deveson	2000	Viking
16706	0679448357	Pentecost Alley (Charlotte &amp	 Thomas Pitt Novels (Audio))	Anne Perry	1996
16707	0553075616	The Feminine Face of God: The Unfolding of the Sacred in Women	Sherry R. Anderson	1991	Bantam Books
16708	0312078889	The Year's Best Fantasy and Horror: Fifth Annual Collection	Ellen Datlow	1992	St. Martin's Griffin
16709	0822012375	The Sun Also Rises (Cliffs Notes)	Gary  Carey	1964	Cliffs Notes
16710	0671009559	Spiral (John Francis Cuddy Mystery)	Jeremiah Healy	1999	Atria
16711	0814321240	May Your Days Be Merry and Bright and Other Christmas Stories by Women	Susan Koppelman	1988	Wayne State University Press
16712	0743411641	Pawns of Chaos (Warhammer 40,000 Novels)	Brian Craig	2001	Games Workshop
16713	0812508327	The House of Doors	Brian Lumley	1990	Tor Books
16714	0375421785	Take On the Street: What Wall Street and Corporate America Don't Want You to Know	ARTHUR JR LEVITT	2002	Pantheon
16715	0451127544	Margaret Normanby	Josephine Edgar	1984	New American Library
16716	0595147402	The Ornament: A Christmas Story	Jill Althouse-Wood	2001	iUniverse
16717	0451166906	Hard Candy	Andrew H. Vachss	1990	New Amer Library
16718	8477203717	El Hombre Mas Rico De Babilonia	Geroge S. Clason	2001	Obelisco
16719	0060927828	Overcoming Depression, 3rd edition	Demitri Papolos	1997	Perennial Currents
16720	0767907140	The Best a Man Can Get : A Novel	JOHN O'FARRELL	2002	Broadway
16721	0062506617	We've Had a Hundred Years of Psychotherapy--And the World's Getting Worse	James Hillman	1993	HarperSanFrancisco
16722	0373790422	Intent To Seduce (Blaze, 38)	Cara Summers	2002	Harlequin
16723	0971865906	A Reader's Manifesto: An Attack on the Growing Pretentiousness in American Literary Prose	B. R. Myers	2002	Melville House Publishing
16724	0800717422	Not I, but Christ (Corrie Ten Boom Library)	Corrie Ten Boom	1997	Revell
16725	0435121464	New Windmills: All Quiet on the Western Front (New Windmills)	Erich Maria Remarque	1970	Heinemann Educational Books - Secondary Division
16726	0877476829	Marriott	Robert O'Brien	1977	Deseret Book Co
16727	0520065700	Women and evil	Nel Noddings	1989	University of California Press
16728	0451183762	Fall from Grace	Larry Collins	1994	Signet Book
16729	0609805908	Old Age: Journey into Simplicity	Helen M. Luke	2001	Bell Tower Book
16730	055357468X	God Save the Queen!	Dorothy Cannell	1998	Bantam Books
16731	0373262469	Girl With The Phony Name	Charles Mathes	1997	Worldwide Library
16732	0380810158	You Never Can Tell	Kathleen Eagle	2002	Avon
16733	0380788209	Death Brims over (Brenda Midnight Mysteries)	Barbara Jaye Wilson	1997	Avon Books
16734	0671885162	Deadly Analysis (James Fleming Mysteries)	Ann C. Fallon	2000	Pocket
16735	0385239475	Goldwater	Barry Morris Goldwater	1988	Bantam Dell Pub Group
16736	3453025237	Der Talisman. Roman.	Stephen King	2000	Heyne
16737	3548247180	Absender unbekannt.	Dennis Lehane	2000	Ullstein Buchverlage GmbH &amp
16738	1593553196	Smoke in Mirrors	Jayne Ann Krentz	2004	Brilliance Audio
16739	0198740298	Witchcraft, Oracles and Magic Among the Azande	Edward Evan, Sir Evans-Pritchard	1976	Oxford University Press
16740	044990699X	Instant Architecture	Eleanor Lynn Nesmith	1995	Ballantine Books
16741	0380978180	In a Strange City: A Mystery	Laura Lippman	2001	William Morrow &amp
16742	0261102753	The Road to Middle-Earth	T. A. Shippey	1992	HarperCollins
16743	0330397427	The Great Denture Adventure	Terence Blacker	2001	Pan Macmillan
16744	0671682873	FLOWERS IN THE ATTIC (Dollanger Saga (Paperback))	V.C. Andrews	1989	Pocket
16745	0312900295	Air Force One Is Haunted	Robert Serling	1993	St Martins Pr (Mm)
16746	0553264060	The Rosary Murders	William X. Kienzle	1980	Bantam Books
16747	0895295121	Juicing for Life	Cherie Calbom	1992	Avery Publishing Group
16748	3404145666	Wer andern eine Grube grÃ?Â¤bt. Mitchell und Markbys fÃ?Â¼nfter Fall.	Ann Granger	2001	LÃ?Â¼bbe
16749	0451203755	The Train Now Departing: Two Novellas	Martha Grimes	2001	New American Library
16750	0671633384	White Tiger	Robert Stuart Nathan	1987	Simon &amp
16751	0571148166	The Way-Paver	Anne Devlin	1988	Faber &amp
16752	0812574974	Man From Mundania (Xanth)	Piers Anthony	2000	Tor Fantasy
16753	0689121024	STORIES OF EVA LUNA	Isabel Allende	1991	Scribner
16754	0743482808	Romeo and Juliet (Folger Shakespeare Library)	William Shakespeare	2004	Washington Square Press
16755	0440222990	If Two of Them Are Dead: A Maxey Burnell Mystery (Maxey Burnell Mystery)	Carol Cail	1997	Dell
16756	0345306198	Burr	Gore Vidal	1982	Ballantine Books
16757	0816508410	Audubon's Western Journal, 1849-1850	John Woodhouse Audubon	1984	Univ of Arizona Pr
16758	0515120138	Lost Yesterday (Time Passages Romance)	Jenny Lykins	1997	Jove Books
16759	0752261703	The Ultimate \Time Team\ Companion	Tim Taylor	2001	Channel 4 books
16760	0831727527	Gerald's Game	Stephen King	1994	Smithmark Pub
16761	046500637X	Beyond Star Trek: Physics from Alien Invasions to the End of Time	Lawrence M. Krauss	1997	Perseus Books Group
16762	055320498X	The Substitute Guest	Grace Livingston Hill	1982	Bantam Books (Mm)
16763	156233252X	Putting God in His Place	D. Mains	1997	Star Song Communications Group
16764	0141439831	Vanity Fair (Penguin Classics)	William Makepeace Thackeray	2003	Penguin Books
16765	1566199735	A Z Aromatherapy	Patricia Davis	0	Dorset House Publishing Co Inc
16766	0192837095	Belinda (Oxford World's Classics (Paperback))	Maria Edgeworth	1999	Oxford University Press
16767	1595620036	How Full Is Your Bucket? Positive Strategies for Work and Life	Tom Rath	2004	Gallup Press
16768	0452263883	Women on Women: An Anthology of American Lesbian Short Fiction (Plume Fiction)	Joan Nestle	1990	Plume Books
16769	0312288484	Lucky Stars	Jane Heller	2003	St. Martin's Press
16770	0916782603	Alternative Careers for Teachers	Sandy Pollack	1985	Harvard Common Press
16771	8440640234	El Medico	Noah Gordon	1994	Ediciones B
16772	0449204766	Murder in the Supreme Court (Capital Crime Mysteries)	Margaret Truman	1984	Ballantine Books
16773	0812549317	Return to the House of Usher	Robert Poe	1997	Tor Books
16774	0395758300	Five Little Monkeys with Nothing to Do	Eileen Christelow	1996	Clarion Books
16775	3257231466	Am Ufer des Rio Piedra saÃ?Â? ich und weinte.	Paulo Coelho	2000	Diogenes Verlag
16776	3822895849	Claude Monet	Claude Monet	1994	Benedikt Taschen Verlag
16777	0385334877	Hannibal (Bantam/Doubleday/Delacorte Press Large Print Collection)	Thomas Harris	1999	Delacorte Press
16778	0789716615	Special Edition Using Office 97 With Windows 98 (Special Edition Using...)	Ed Bott	1998	Macmillan Computer Pub
16779	0312983425	The Veteran	Frederick Forsyth	2003	St. Martin's Paperbacks
16780	0449245306	Search for the Truth	Ruth Montgomery	1982	Ballantine Books
16781	1562920855	Mama's Rules for Livin'	Mamie McCullough	1995	Honor Books
16782	342312458X	Rot und Schwarz. Chronik des 19. Jahrhunderts	Stendhal	1998	Dtv
16783	0889842043	One Last Good Look	Michael Winter	1999	Porcupine's Quill
16784	0553565214	Daggerspell	Katharine Kerr	1993	Bantam
16785	0060974729	Now You See It: A Novel	Cornelia Nixon	1992	Harpercollins
16786	030700127X	Grover's Guide to Good Manners (Little Golden Books : Sesame Street)	Constance Allen	1995	Golden Books
16787	0380470764	The Moviegoer	Walker Percy	1982	Harper Mass Market Paperbacks (Mm)
16788	0394896394	Freckles the Rabbit (How Your Pet Grows)	Jane Burton	1988	Random House Children's Books
16789	081257608X	Jumping Off the Planet	David Gerrold	2001	Tor Books
16790	0373223919	Guarded Moments (My Bodyguard) (Harlequin Intrigue, No 391)	Cassie Miles	1996	Harlequin
16791	1555836534	Holy Hell: A Lillian Byrd Crime Story	Elizabeth Sims	2002	Alyson Publications
16792	0553571451	Angel of Mercy (Mercy Trilogy)	LURLENE MCDANIEL	1999	Bantam Books for Young Readers
16793	0373227639	Behind the Shield (Harlequin Intrigue, No. 763)	Sheryl Lynn	2004	Harlequin
16794	0786706945	The Mammoth Book of Comic Fantasy II (Mammoth Book)	Michael Ashley	1999	Carroll &amp
16795	037324584X	Daddy Patrol (Silhouette Special Edition, 1584)	Sharon De Vita	2003	Silhouette
16796	3785720947	Wir sind das Salz von Florenz.	Tilman RÃ?Â¶hrig	2002	LÃ?Â¼bbe
16797	3257230109	Im Kongo.	Urs Widmer	1998	Diogenes Verlag
16798	0393324931	Buzzed: The Straight Facts about the Most Used and Abused Drugs from Alcohol to Ecstasy, Fully Revised and Updated Second Edition	Cynthia Kuhn	2003	W.W. Norton &amp
16799	0786015187	Lethal Intent	Sue Russell	2002	Kensington Publishing Corporation
16800	3257230133	MutterglÃ?Â¼ck. Eine schwarze KomÃ?Â¶die.	Anne Fine	1998	Diogenes Verlag
16801	3570014711	Krankheit als Sprache der Seele. Be- Deutung und Chance der Krankheitsbilder.	RÃ?Â¼diger Dahlke	1992	Bertelsmann, MÃ?Â¼nchen
16802	0704344157	The Sky People	Patricia Grace	1995	The Women's Press
16803	2070368017	Nouvelles histoires extraordinaires	Edgar Allan Poe	2000	Gallimard
16804	3455103022	Deutschland umsonst. Zu Fuss und ohne Geld durch ein Wohlstandsland.	Michael Holzach	2001	Hoffmann &amp
16805	3795118018	Sklavin.	Mende Nazer	2002	Schneekluth
16806	0670030910	All Over Creation	Ruth Ozeki	2003	Viking Books
16807	0812500482	The Eye of the World : Book One of 'The Wheel of Time' (Wheel of Time)	Robert Jordan	1990	Tor Books
16808	1858284651	The Rough Guide to Washington D. C. (Washington, D.C. (Rough Guides))	Jules Brown	2000	Rough Guides Limited
16809	0898791375	Clutter's Last Stand: It's Time to De-Junk Your Life!	Don Aslett	1984	Writer's Digest Books
16810	0312980051	Better Than Sex : A Mystery Featuring Anneke Haagen (A Mystery Featuring Anneke Haagen)	Susan Holtzer	2002	St. Martin's Minotaur
16811	0440235987	Death, Guns, and Sticky Buns (Tori Miracle Mysteries)	VALERIE S. MALMONT	2000	Dell
16812	1861590822	Bombay Ice	Leslie Forbes	0	Phoenix House
16813	8424114507	Diccionario Everest Vertice Espanol-Portugues	Everest	1991	Everest Pub
16814	050552239X	Strands of Gold (Faerie Tale Romance)	Kathleen Morgan	1997	Love Spell
16815	0679763155	The Random House Treasury of Best-Loved Poems	Louis Phillips	1995	Random House Reference
16816	0704333945	Pennies from Heaven	Dennis Potter	1981	Charles River Books
16817	0671751182	SECOND EVIL (FEAR STREET CHEERLEADERS 2) : SECOND EVIL	R.L. Stine	1992	Simon Pulse
16818	8804501111	Chimaira	Valerio Massimo Manfredi	2002	Distribooks Inc
16819	0821740628	Viking Ecstasy (Zebra books)	Robin Gideon	1993	Kensington Pub Corp (Mm)
16820	2266033824	La captive aux cheveux de feu	Marion Zimmer Bradley	1990	Presses Pocket
16821	0385306946	I'm Still Your Mother: How to Get Along With Your Grown-Up Children for the Rest of Your Life	Jane Adams	1994	Bantam Dell Pub Group
16822	0446361194	Mythology Abroad	Jody Lynn Nye	1993	Warner Books
16823	0373227019	Guardian of the Night  (The Specialists)	Debra Webb	2003	Harlequin
16824	1853045608	The Xenophobe's Guide to the Spanish	Drew Launay	1996	Ravette Publishing Ltd.
16825	1558681493	Culture Shock!: South Africa	Dee Rissik	1993	Graphic Arts Center Publishing Company
16826	0811213587	Pereira Declares: A Testimony	Antonio Tabucchi	1997	New Directions Publishing Corporation
16827	0380721481	Einstein: The Life and Times	Ronald W. Clark	1994	Harpercollins
16828	0373244517	Sun - Kissed Baby (Silhouette Special Edition, No. 1451)	Patricia Hagan	2002	Silhouette
16829	0373311559	Love'S Parole (Regency Romance, No 155)	Irene Northan	1991	Harlequin
16830	0440226058	St. John's Wort: The Miracle Medicine	Alan Pressman	1998	Dell Publishing Company
16831	0441569579	Neuromancer	William Gibson	1984	Ace Books
16832	0345248821	Making of the Movie \Jaws\	Edith Blake	1975	Ballantine Books
16833	0451450108	Pshrinks Anonymous: The Mysterious Cure and Other Stories	Janet Asimov	1990	New Amer Library (Mm)
16834	0062516434	Meditations for Living in Balance: Daily Solutions for People Who Do Too Much	Anne Wilson Schaef	2000	HarperSanFrancisco
16835	0441518915	The Man on the Left	Wayne J. Gardiner	1981	Ace Books
16836	0373652178	Mail-Order Brood (Greatest Texas Love Stories of all Time, Heading To the Hitchin' Post)	Arlene James	1994	Silhouette Books
16837	0671664298	Utopia	Sir Thomas More	1965	Washington Square Press
16838	0671810588	So Dies the Dreamer	Ursula Curtiss	1977	Pocket Books
16839	0553278053	Talking Straight	Lee Iacocca	1989	Bantam
16840	0451408268	Wild Wind	Patricia Ryan	1998	Topaz
16841	0843944242	Tanner	Norah Hess	1998	Leisure Arts Inc.
16842	1551664720	Afterglow	Catherine Coulter	1998	Mira
16843	0451125029	Trace	Warren Murphy	1983	New Amer Library (Mm)
16844	0770107540	Doctors	Martin O'Malley	1988	PaperJacks
16845	0380782804	Key to Forever (Draycott Abbey Series)	Christina Skye	1997	Avon
16846	0373287879	Blessing (Harlequin Historical, No 187)	Debbi Bedford	1993	Harlequin
16847	155166707X	A Savage Beauty	Merline Lovelace	2003	Mira
16848	0373197152	The Last Crawford Bachelor (Silhouette Romance)	Judy Christenberry	2004	Silhouette
16849	0440203910	Siren Song	Kathryn Kramer	1989	Dell Publishing Company
16850	0373765878	Mistress Minded : King of Hearts (Desire)	Katherine Garbera	2004	Silhouette
16851	0373259883	A Shameless Seduction  (Heat) (Harlequin Temptation, No. 888)	Janelle Denison	2002	Harlequin
16852	0373691009	Short, Sweet And Sexy  (Single In The City) (Harlequin Temptation, No. 900)	Cara Summers	2002	Harlequin
16853	0515110787	One Man's Poison (One Man's Poison)	John R. Riggs	1993	Jove Books
16854	0373259115	Seduced (Blaze) (Harlequin Temptation, No 811)	Janelle Denison	2000	Harlequin
16855	0843946687	Cinnamon and Roses	Heidi Betts	2000	Leisure Books
16856	0843947020	The Outlaws: Rafe (Outlaws)	Connie Mason	2000	Leisure Books
16857	0843943106	Jade	Norah Hess	1997	Leisure Books
16858	0373791194	Picture Me Sexy (Harlequin Blaze, No. 115)	Rhonda Nelson	2003	Harlequin
16859	0373790813	Carnal Innocence (Harlequin Blaze, No 77)	Julie Miller	2003	Harlequin
16860	0373259182	Her Only Chance (Men Of Chance) (Temptation 818)	Tracy Porter	2001	Harlequin
16861	0373257570	Scandalized! (Blaze) (Harlequin Temptation, No 657)	Lori Foster	1997	Harlequin
16862	0843946679	Seduction by Chocolate	Nina Bangs	2000	Leisure Books
16863	0821766015	Stryker's Bride (Zebra Splendor Historical Romances)	Joyce Adams	2000	Zebra Books
16864	0373290276	Last Rogue (Historical , No 427)	Deborah Simmons	1998	Harlequin
16865	0671727648	KINGDOM OF DREAMS	Judith McNaught	1990	Pocket
16866	0812555023	The Wind From Hastings (Celtic World of Morgan Llywelyn)	Morgan Llywelyn	1998	Tor Books
16867	037320146X	Always &amp	 Forever: Serial	Linda Howard	1998
16868	0373835264	Randalls - Wyoming Winter	Judy Christenberry	2002	Harlequin
16869	037319711X	Dylan's Last Dare (Silhouette Romance, 1711)	Patricia Thayer	2004	Silhouette
16870	1557737991	Colorado Tempest (Wildflower)	Mary Lou Rich	1992	Diamond/Charter
16871	0373273231	Line Of Fire (Silhouette Intimate Moments, 1253)	Cindy Dees	2003	Silhouette
16872	8401479436	El Color De La Magia	Terry Pratchett	0	Plaza &amp
16873	0060159723	Territory of Lies: The Exclusive Story of Jonathan Jay Pollard : The American Who Spied on His Country for Israel and How He Was Betrayed	Wolf Blitzer	1989	Harpercollins
16874	0140380698	Some of the Kinder Planets: Stories	Tim Wynne-Jones	1996	Puffin Books
16875	0590413708	Talking Back (Cheerleaders, No 38)	Lisa Norby	1988	Scholastic Paperbacks (Mm)
16876	1566190576	Little Critter's the night before Christmas	Mercer Mayer	1992	Green Frog Publishers
16877	0340041447	Five on a Hike Together	Enid Blyton	1978	Hodder &amp
16878	0312873360	To the King a Daughter (The Cycle of Oak, Yew, Ash, and Rowan	 Vol. 1)	Andre Norton	2000
16879	1551665808	Once And For Always	Stella Cameron	2000	Mira
16880	1558534202	Life's Little Treasure Book On Friendship (Life's Little Treasure Books (Hardcover))	H. Jackson Brown	1996	Rutledge Hill Press
16881	0809001365	A Shopkeeper's Millennium : Society and Revivals in Rochester, New York, 1815-1837 (American Century)	Paul E. Johnson	1979	Hill &amp
16882	0373260083	Cavalier In White	Marcia Muller	1988	Worldwide Library
16883	0836213076	Its Obvious You Wont Survive By Your Wit	Scott Adams	1995	Andrews Mcmeel
16884	0440207517	A Scandal in Belgravia	Robert Barnard	1992	Dell Publishing Company
16885	0486415953	On Dreams (Dover Thrift Editions)	Sigmund Freud	2001	Dover Publications
16886	0451406877	Captive (Florida Civil War (Paperback))	Heather Graham	1996	Topaz
16887	0758203756	June in Winter	Patricia Ann Phillips	2003	Dafina
16888	0849906784	Disciplines of the home	Anne Ortlund	1990	Word Pub
16889	0345471725	The Grass Is Always Greener over the Septic Tank	ERMA BOMBECK	1995	Fawcett
16890	0451144384	Lord Abberley's Nemesis (Signet Regency Romance)	Amanda Scott	1994	New Amer Library (Mm)
16891	0373290764	Lady Of The Knight (Harlequin Historical, No. 476)	Tori Phillips	1999	Harlequin
16892	1565048040	Clan Novel: Setite	Kathleen Ryan	1999	White Wolf Games Studio
16893	0736619410	The Plains Of Passage   Part 1 Of 2	Jean M. Auel	1991	Books on Tape, Inc.
16894	0140367055	The Extraordinary Cases of Sherlock Holmes (Puffin Classics)	Arthur Conan, Sir Doyle	1995	Puffin Books
16895	0395986672	Scarlet Letter	Nextext	2000	Houghton Mifflin School
16896	0671576836	Cyclops	Clive Cussler	1997	Simon &amp
16897	0843104732	Big Boobs is	George Woodard	1979	Price Stern Sloan
16898	0821728903	Sweet Savage Surrender	Kathryn Hockett	1990	Kensington Pub Corp (Mm)
16899	0684863189	The Cheese Lover's Cookbook and Guide: Over 150 Recipes with Instructions on How to Buy, Store, and Serve All Your Favorite Cheeses	Paula Lambert	2000	Simon &amp
16900	0553381636	Fish, Blood and Bone	Leslie Forbes	2002	Bantam
16901	0684830302	IN THE MEMORY OF THE FOREST : A Novel	Charles T. Powers	1997	Scribner
16902	0808517635	Different Seasons	Stephen King	1999	Sagebrush Bound
16903	1553691350	The Handkerchief Drawer	Thelma Ruck Keene	2002	Not Avail
16904	2264001151	Les Morts ont tous la mÃªme peau 	 [Les Chiens, le dÃ©sir et la mort] (10/18 [i.e. Dix/dix-huit] 	 1114)	Boris Vian
16905	0590189018	Hero for Hire (Star Wars Journal)	Donna Tauscher	1998	Scholastic
16906	2290314269	Othello	William Shakespeare	2001	J'ai lu
16907	2070379248	Du Cote De Chez Swann (Collection Folio)	Marcel Proust	2001	Gallimard Jeunesse
16908	0880015985	30-Minute Vegetarian Mexican Cookbook (The 30-Minute Vegetarian Cookbook Series)	Sarah Beattie	1998	Ecco Press
16909	0345376013	A Slight Detour (Starship Troupers, Book 3)	Christopher Stasheff	1994	Del Rey Books
16910	1556113463	Star Quality: A Novel	Jennifer Hall	1993	Penguin USA
16911	0399142452	Kat Scratch Fever	Karen Kijewski	1997	Putnam Pub Group
16912	0140060103	Love Department	William Trevor	1970	Books Britain
16913	0767902432	Smart Women Finish Rich: 7 Steps to Achieving Financial Security and Funding Your Dreams	David Bach	2000	Broadway Books
16914	0385238827	Bookkeeping Made Simple (Made Simple)	Louis W. Fields	1990	Made Simple Books
16915	0804816964	A Half Step Behind: Japanese Women Today	Jane Condon	1992	Tuttle Publishing
16916	0307099245	Betty Crocker's Cooking for one	Betty Crocker	1980	Golden Press
16917	0373705190	Star Song (Harlequin Superromance, 519)	Sandra Canfield	1992	Harlequin
16918	0373290535	The Bride of Windermere (Harlequin Historical, 453)	Margo Maguire	1999	Harlequin
16919	0140291784	The Mask of Motherhood: How Becoming a Mother Changes Our Lives and Why We Never Talk About It	Susan Maushart	2000	Penguin Books
16920	0140280413	There's So Much More to Life Than Sex and Money	Sue Calwell	0	Penguin Books Australia Ltd
16921	0066620104	What Would Machiavelli Do? The Ends Justify the Meanness	Stanley Bing	2002	HarperBusiness
16922	0375707018	Diccionario espaÃ±ol/inglÃ©s - inglÃ©s/espaÃ±ol: Random House Webster's Handy Spanish	Random House Inc.	1999	Random House Reference Publishing
16923	0312202857	If I Told You Once	Judy Budnitz	1999	St Martins Pr
16924	0028610415	The Complete Idiot's Guide to Trouble-Free Car Care (First Edition)	Dan Ramsey	1996	Macmillan Distribution
16925	0553285378	Armageddon: Appointment With Destiny	Grant R. Jeffrey	1990	Bantam Books
16926	0465068626	Our Final Hour: A Scientist's Warning: How Terror, Error, and Environmental Disaster Threaten Humankind's Future In This Century--On Earth and Beyond	Martin J. Rees	2003	Basic Books
16927	039331894X	Desperate Characters: A Novel	Paula Fox	1999	W.W. Norton &amp
16928	1562790269	Camille Claudel: Une Femme	Anne Delbee	1992	Consortium Book Sales &amp
16929	0913866083	The Pictorial Key to the Tarot	Arthur Waite	1977	U.S. Games Systems
16930	0744582334	Sophie's Further Adventures	Dick King-Smith	2001	Walker Books
16931	0312982135	Third Person Singular (A Mars Bahr Mystery)	KJ Erickson	2002	St. Martin's Minotaur
16932	0812512871	Ripley's Believe It or Not!: Great and Strange Works of Man (The Ripley's 100th Anniversary)	Howard Zimmerman	1993	Tor Books (Mm)
16933	1555426387	The Skilled Facilitator: Practical Wisdom for Developing Effective Groups (The Jossey-Bass Public Administration (the Jo)	Roger M. Schwarz	1994	John Wiley &amp
16934	0875160476	Secret Science Behind Miracles	Max F. Long	1948	DeVorss &amp
16935	0345344502	The Little Red, White, and Blue Book: A Collection of Historic Documents Chronology of American...	World Almanac Publications	1987	World Almanac Books
16936	0445045132	Celestial Navigation	Anne Tyler	0	Warner Books> C/o Little Br
16937	0373034121	Private Dancer (Harlequin Romance, No 3412)	Eva Rutland	1996	Harlequin
16938	0888992157	Out of the Blue	Sarah Ellis	1994	Pub Group West
16939	0195144201	What Went Wrong: Western Impact and Middle Eastern Response	Bernard Lewis	2001	Oxford University Press
16940	3924800871	Macht, Freiheit, Demokratie: AnfÃ¤nge der westdeutschen Politikwissenschaft : biographische AnnÃ¤herungen	Hans Karl Rupp	1991	SchÃ¼ren
16941	0849996430	Safe In The Shepherd's Arms	Max Lucado	2002	J. Countryman
16942	0670867209	Harvest of Empire: A History of Latinos in America	Juan Gonzalez	2000	Viking Penguin Inc
16943	0743223896	Nine	Jan Burke	2002	Simon &amp
16944	1879181487	Maya Cosmogenesis 2012: The True Meaning of the Maya Calendar End-Date	John Major Jenkins	1998	Bear &amp
16945	0451522893	Persuasion	Jane Austen	1988	New Amer Library Classics
16946	0373292287	Badlands Legend  (Badlands) (Harlequin Historical, No. 628)	Ruth Langan	2002	Harlequin
16947	0192832883	Green Mansions (Oxford World's Classics)	W. H. Hudson	1998	Oxford University Press
16948	0590431455	Miracles On Maple Hill	Virginia Sorensen	0	Scholastic Inc
16949	080490040X	The Invisible Man	H. G. Wells	1964	Airmont Pub Co
16950	0553155369	Miss Know It All and the Wishing Lamp	Carol York-Beach	1987	Yearling Books
16951	0553275879	SONG OF THE TREES	MILDRED D. TAYLOR	1984	Starfire
16952	0515099287	Titans	John Jakes	1989	Jove Books
16953	0451192648	Mrs. Malory and the Only Good Lawyer (Mrs. Malory , No 8)	Hazel Holt	1998	Signet Book
16954	0373290942	Lady And The Outlaw (Harlequin Historicals, 494)	DeLoras Scott	1999	Harlequin
16955	0373289901	Untamed Heart (Harlequin Historicals, No 390)	Kit Gardner	1997	Harlequin
16956	0425180948	Death Is in the Air	Kate Kingsbury	2001	Berkley Publishing Group
16957	0829707743	Joni	Joni Eareckson Tada	1977	Zondervan
16958	0821735403	Delta Blue	William Lovejoy	1991	Kensington Pub Corp (Mm)
16959	0440120438	Doctor's Quick Inches-Off Diet	Irwin M. &amp	 Baker, Sam Stillman	1986
16960	0671669133	MERRY WIVE WNDSR	William Shakespeare	1988	Pocket Books
16961	0688167128	Things You Should Know : A Collection of Stories	A. M. Homes	2002	HarperCollins
16962	0739408011	Carolina Moon	Nora Roberts	0	Putnams G P Sons
16963	0345277724	I Gave Them a Sword	David Frost	1978	Ballantine Books
16964	1567184138	The Holographic Dollhouse: A Novel (Merrywell Trilogy, Part 2)	Charlotte Lawrence	1995	Llewellyn Publications
16965	0226743411	The Day of the Scorpion (Repr of 1968 ed) (Raj Quartet/Paul Scott, 2) (Phoenix Fiction)	Paul Scott	1998	University of Chicago Press
16966	0688092454	Arachne	Lisa Mason	1990	Harpercollins
16967	0671642677	Some Can Whistle	Larry McMurtry	1989	Simon &amp
16968	1551090139	Anne of Green Gables (Nimbus Classics)	L.M. Montgomery	1992	Nimbus Publishing (CN)
16969	0440092876	The Wilderness Seekers	Lou Cameron	1979	Bantam Books (Mm)
16970	0892964456	Bootlegger's Daughter	Margaret Maron	1992	Mysterious Press
16971	0439227569	Mary, Bloody Mary	Carolyn Meyer	2000	Scholastic Inc.
16972	1566190916	Frankenstein	Mary Wollstonecraft Shelley	1996	Barnes &amp
16973	8474233747	Historia Del Tiempo	Stephen W. Hawking	1988	Lectorum Pubns (J)
16974	0747233446	Crown of Roses	Valerie Anand	1990	Headline
16975	1840460547	Introducing Freud (Introducing)	Richard Appignanesi	1999	Icon Books
16976	0441011136	Agents of Light and Darkness: A Novel of the Nightside	Simon R. Green	2003	Ace Books
16977	0090037405	The identity of Jack the Ripper	Richard Deacon	1970	Arrow Books
16978	0312050798	The Enchanted Tarot: Book and Cards	Amy Zerner	1990	St. Martin's Press
16979	1568820399	Encyclopedia Cthulhiana	Daniel Harms	1994	Chaosium
16980	069707837X	Elementary Statistics: A Problem Solving Approach	Andrew Comery	1988	McGraw-Hill College
16981	0590420062	Jessi Ramsey, Pet Sitter (Baby-Sitters Club (Paperback))	Ann M. Martin	1989	Scholastic Paperbacks
16982	0781409322	Return to the Hiding Place	Hans Poley	1993	Lifejourney Books
16983	0385335237	Plant Life	Pamela Duncan	2003	Delacorte Press
16984	0749311614	The Covenant	James Michener	1992	Mandarin
16985	0671433067	At Large	Ellen Goodman	1981	Summit Books
16986	0440213134	Silent Rage: Inside the Mind of a Serial Killer	Michael Newton	1994	Dell Publishing Company
16987	0451457803	On the Oceans of Eternity	S. M. Stirling	2000	Roc
16988	0060471832	New Journalism	Tom Wolfe	1973	Addison-Wesley Pub Co
16989	0440111307	Copper Gold	Pauline Glen Winslow	1981	Dell Publishing
16990	0743418581	Gods Above (Star Trek New Frontier)	Peter David	2003	Star Trek
16991	0345416627	Polgara the Sorceress	David Eddings	1997	Ballantine Books
16992	0316851000	Desert Storm: The War in the Persian Gulf	Time Magazine	1991	Little Brown &amp
16993	0811832686	The Nature of the Chinese Character: Gifts from the Earth	Barbara Aria	2001	Chronicle Books
16994	0740718584	The Millionaire Mind	Thomas J. Stanley	2001	Andrews McMeel Publishing
